target,text,nltk_clean_text,spacy_clean_text
1,10 mixeddrinks and 17 sugarfree Red Bulls+ poker&amp;blackjack= Good times!  ,10 mixeddrinks 17 sugarfree red bull pokerampblackjack good time,mixeddrink sugarfree red bulls pokerampblackjack good time
0,Cruel bad beat for Nasr - AA cracked by T9s  #WSOP41 #Nation,cruel bad beat nasr aa cracked t9s,cruel bad beat nasr aa crack ts
1,@thedebbyryan beautiful  saw your 16th birthday party pics,beautiful saw 16th birthday party pic,beautiful see th birthday party pic
0,@leolaksi did that. the matter is that pic couldn't be unloaded. none of photos work now ,matter pic couldnt unloaded none photo work,matter pic not unload photo work
0,Sitting at home. Don't feel well and can't sleep ,sitting home dont feel well cant sleep,sit home not feel not sleep
0,@justinbieber COME TO SCRANTON. please. ,come scranton please,come scranton
0,My sister went sky diving without me ,sister went sky diving without,sister go sky diving
1,@AubreyODay Did you like Twilight at all? ,like twilight,like twilight
1,Is starting her day with KEM!!! Nothing like good neo-soul/jazz to start your day  Love yourself!!!,starting day kem nothing like good neosouljazz start day love,start day kem like good neosouljazz start day love
0,"We've come so far since that day, and I thought I loved you then... ",weve come far since day thought loved,ve come far day think love
0,at home sick ,home sick,home sick
1,@stirrell not with children ,child,child
1,meh im at college cba =[=[ i cant wait to go meet adam on saturday gonna be an aceee day ,meh im college cba [[ cant wait go meet adam saturday gonna aceee day,meh m college cba not wait meet adam saturday go to aceee day
0,@AshleyBreeanne @ LEAST THEY GAVE U meds ! lol I cant believe they didnt put you under ! grr ! They did me !  You are crying  ?!Ohhh ,least gave u med lol cant believe didnt put grr cry ohhh,give u med lol not believe not grr cry ohhh
1,@milesdecourcy I will be dancing my ass off tonight in a bank basement on Main St thinking of you  expect drunk texts.,dancing as tonight bank basement main st thinking expect drunk text,dance ass tonight bank basement main st thinking expect drunk text
0,"@aneD Two. Was three until Feb.  HAd one good sale in the month, but mainly just little bits - no good for a furniture dealer like me.",two three feb one good sale month mainly little bit good furniture dealer like,feb good sale month mainly little bit good furniture dealer like
1,says `Bonsoir~` Good Evening  http://plurk.com/p/y3qaw,say `bonsoir` good evening,say ` bonsoir ` good evening
0,"@stephenfry how many times will they get pricing wrong. 3.0 software soon, been beta testing for a while, it's good, not the 3gs though ",many time get pricing wrong 30 software soon beta testing good 3gs though,time price wrong software soon beta testing good gs
0,@dannygokey Oh I am so sorry!  Today sounds to not be such a great day! I hope things have gotten better!!,oh sorry today sound great day hope thing gotten better,oh sorry today sound great day hope thing get well
0,@paytonkm well you didn't call to say you wasn't coming and you ignored us. ,well didnt call say wasnt coming ignored u,not not come ignore
0,shittty moood ,shittty moood,shittty moood
1,@moviefreak_40 Just wanted to say hi and that I'm happy we connected. Hugs ,_40 wanted say hi im happy connected hug,want hi m happy connect hugs
0,omg! i got a new gadget.. its a blackberry phone but i dont know how to connect it on the internet..  its kinda huge.. cool !!,omg got new gadget blackberry phone dont know connect internet kinda huge cool,omg get new gadget blackberry phone not know connect internet kinda huge cool
0,@stephaniepratt I don't have MTV in my apartment  will the show be online later?,dont mtv apartment show online later,not mtv apartment online later
1,@nessie_111 Yea it's the same ,_111 yea,yea
0,My poor dog's not feeling well.  She threw up an hour ago and now I think she's having a bad dream.  She's whining in her sleep. ,poor dog feeling well threw hour ago think shes bad dream shes whining sleep,poor dog feel throw hour ago think s have bad dream s whine sleep
0,"just smoked a huge bowl, and now I'm driving home. I feel so weird sleeping at my own house on a weekend. my house is lonley ",smoked huge bowl im driving home feel weird sleeping house weekend house lonley,smoke huge bowl m drive home feel weird sleep house weekend house lonley
0,aw man finals r in 2 days! ,aw man final r 2 day,aw man final r day
1,Had a great weekend with Laura and Sophie. Funny pictures to come lol...Good times girls ,great weekend laura sophie funny picture come lolgood time girl,great weekend laura sophie funny picture come lolgood time girl
1,@jackyan thanks for the follow friday mention! ,thanks follow friday mention,thank follow friday mention
1,Like this cover a lot!  Yup tiz anzum. @Gregdtc. I waited for you and your wellies on the beach... where were... â« http://blip.fm/~7hcty,like cover lot yup tiz anzum waited wellies beach,like cover lot yup tiz anzum wait wellie beach
1,@linrose same here.. I spend way too much time on Twitter but it's so much better than the casino games ,spend way much time twitter much better casino game,spend way time twitter well casino game
0,saying farewell to Leno tonight  then BEACHHH tomorrow!,saying farewell leno tonight beachhh tomorrow,say farewell leno tonight beachhh tomorrow
1,"Working tonight, unexpected but I got a free meal out of it ",working tonight unexpected got free meal,work tonight unexpected get free meal
1,i did it  i wrote my compositions!! in 7:13am!  and the school starts at 8!  but... I DID IT!!! ,wrote composition 713am school start 8,write composition school start
1,@DonnaKat Happy Friday! Hope you r enjoying some nice weather. ,happy friday hope r enjoying nice weather,happy friday hope r enjoy nice weather
1,@Narnach played some Call of Cthulu yet?  *looks forward to epic pictures *,played call cthulu yet look forward epic picture,play cthulu look forward epic picture
1,@jodifinch can I catch a ride on the barbie mobile ,catch ride barbie mobile,catch ride barbie mobile
0,Wonder where Brad is...got a little bit of a headache. ,wonder brad isgot little bit headache,wonder brad isgot little bit headache
0,I want a bike ,want bike,want bike
0,slept for like 5 hours.. lol. i want to go to craigs party! but donno if i can ,slept like 5 hour lol want go craigs party donno,sleep like hour lol want craig party donno
0,Google mentor found dead  http://bit.ly/aJn7r,google mentor found dead,google mentor find dead
0,how come paula abdul doesn't answer me? ,come paula abdul doesnt answer,come paula abdul not answer
1,Learning to live in the tension can be very challenging at times.  Remembering to breathe always helps. ,learning live tension challenging time remembering breathe always help,learn live tension challenging time remembering breathe help
0,My cat was just in the funniest position ever I went to take a picture and he moved ,cat funniest position ever went take picture moved,cat funniest position go picture move
0,Going to hop foot it to Blooming Marvellous today - my wardrobe is not looking too good! ,going hop foot blooming marvellous today wardrobe looking good,go hop foot bloom marvellous today wardrobe look good
1,- He's a keeper for sure cuz the boi has even got me smilin n my sleep!    Wow!,he keeper sure cuz boi even got smilin n sleep wow,s keeper sure cuz boi get smilin n sleep wow
1,@ladypn stop the fucking bullshit is more like it  [new order - blue monday hardfloor mix] ? http://blip.fm/~68v4y,stop fucking bullshit like [new order blue monday hardfloor mix],stop fucking bullshit like new order blue monday hardfloor mix
1,"@xarizonajayx: haha silly, love you too! Goodnight! ",haha silly love goodnight,haha silly love goodnight
1,Morning twitterians....   How u guys day going!!!! ,morning twitterians u guy day going,morning twitterian u guy day go
0,"I'm glad I'm home safely, what a fucked up night. Both good on bad, mostly bad at the end, but now it's good. My feet hurt though! ",im glad im home safely fucked night good bad mostly bad end good foot hurt though,m glad m home safely fuck night good bad bad end good foot hurt
1,Needs to get a job :/ and stop staying up so late ,need get job stop staying late,need job stop stay late
0,@Beauknows Ugh. You're at whittier again? How come you weren't there yesterday? You always go the days i'm not there! ,ugh youre whittier come werent yesterday always go day im,ugh whittier come not yesterday day m
0,"Furious over today's events. Love is just that. Some should be so fortunate... Sorry GLBT ppl, I was rootin for ya ",furious today event love fortunate sorry glbt ppl rootin ya,furious today event love fortunate sorry glbt ppl rootin ya
1,"Working, til 3pm and then off the rest of the day....Deana's birthday party tonight! Oh yeah...   Ladies Night! haha Gotta love it!",working til 3pm rest daydeanas birthday party tonight oh yeah lady night haha gotta love,work til pm rest daydeanas birthday party tonight oh yeah ladies night haha got to love
1,"footy training tonight went well, all prepped for semi finals tomorrow, should be a good one ",footy training tonight went well prepped semi final tomorrow good one,footy training tonight go preppe semi final tomorrow good
0,i have a worldclass headache ,worldclass headache,worldclass headache
1,Thankful for another Day!!!!!!!!!!  Hope u all have a Great and Safe Weekend!!!! ,thankful another day hope u great safe weekend,thankful day hope u great safe weekend
0,Redoing journal CSS. Journal CSS and contents are outdated. ,redoing journal cs journal cs content outdated,redo journal css journal css content outdate
1,it's my day off.. finally!! a nice rainy day 4 rest &amp; relaxation! no guilt about staying inside ,day finally nice rainy day 4 rest amp relaxation guilt staying inside,day finally nice rainy day rest amp relaxation guilt stay inside
0,@Michellexstar I tried real hard and couldn't find anyone to go with ,tried real hard couldnt find anyone go,try real hard not find
